Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::as_strided,,,7.64,7.64,0,0,0,0
aten::slice,,,3.99,7.08,0,0,0,0
aten::as_strided,,,3.09,3.09,0,0,0,0
aten::copy_,,,55.18,83.06,0,2.7,0,0
acl_memcpy_host_to_device,,,27.88,27.88,2.7,2.7,0,0
aten::slice,,,7.79,13.67,0,0,0,0
aten::as_strided,,,5.88,5.88,0,0,0,0
aten::slice,,,3.37,6.95,0,0,0,0
aten::as_strided,,,3.58,3.58,0,0,0,0
aten::copy_,,,22.6,47.97,0,2.44,0,0
acl_memcpy_host_to_device,,,25.37,25.37,2.44,2.44,0,0
aten::slice,,,6.12,9.72,0,0,0,0
aten::as_strided,,,3.6,3.6,0,0,0,0
aten::slice,,,3.34,5.48,0,0,0,0
aten::as_strided,,,2.14,2.14,0,0,0,0
aten::copy_,,,19.69,42.33,0,2.58,0,0
acl_memcpy_host_to_device,,,22.64,22.64,2.58,2.58,0,0
aten::slice,,,6.32,9.95,0,0,0,0
aten::as_strided,,,3.63,3.63,0,0,0,0
aten::slice,,,2.99,5.89,0,0,0,0
aten::as_strided,,,2.9,2.9,0,0,0,0
aten::copy_,,,16.5,19.7,0,2.58,0,0
acl_memcpy_host_to_device,,,3.2,3.2,2.58,2.58,0,0
aten::lift_fresh,,,1.44,1.44,0,0,0,0
aten::lift_fresh,,,2.2,2.2,0,0,0,0
aten::flatten,,,4.17,10.16,0,0,0,0
aten::view,,,5.99,5.99,0,0,0,0
aten::slice,,,5.33,7.15,0,0,0,0
aten::as_strided,,,1.82,1.82,0,0,0,0
aten::index_select,,,7.7,7.7,0,0,0,0
aten::copy_,,,22.99,41.44,0,2.76,0,0
acl_memcpy_host_to_device,,,18.45,18.45,2.76,2.76,0,0
aten::copy_,,,17.44,35.52,0,2.68,0,0
acl_memcpy_host_to_device,,,18.08,18.08,2.68,2.68,0,0
aten::slice,,,8.91,16.67,0,0,0,0
aten::as_strided,,,7.76,7.76,0,0,0,0
aten::fill_,,,10.87,10.87,0,0,0,0
aten::copy_,,,21.06,44.38,0,2.66,0,0
acl_memcpy_host_to_device,,,23.32,23.32,2.66,2.66,0,0
aten::slice,,,6.74,12.36,0,0,0,0
aten::as_strided,,,5.62,5.62,0,0,0,0
aten::fill_,,,22.72,40.68,0,1.4,0,0
aclnnInplaceFillScalar,,,17.96,17.96,1.4,1.4,0,0
aten::slice,,,8.43,13.43,0,0,0,0
aten::as_strided,,,5.0,5.0,0,0,0,0
aten::select,,,5.4,8.76,0,0,0,0
aten::as_strided,,,3.36,3.36,0,0,0,0
aten::copy_,,,77.32,93.89,0,0.56,0,0
aclnnInplaceCopy,,,16.57,16.57,0.56,0.56,0,0
aten::copy_,,,24.7,43.43,0,4.72,0,0
acl_memcpy_host_to_device,,,18.73,18.73,4.72,4.72,0,0
aten::slice,,,11.29,16.85,0,0,0,0
aten::as_strided,,,5.56,5.56,0,0,0,0
aten::slice,,,4.16,8.21,0,0,0,0
aten::as_strided,,,4.05,4.05,0,0,0,0
aten::copy_,,,3.93,3.93,0,0,0,0
aten::slice,,,5.38,10.13,0,0,0,0
aten::as_strided,,,4.75,4.75,0,0,0,0
aten::sub,,,26.15,65.18,0,1.56,0,0
empty_tensor,,,14.3,14.3,0,0,0,0
aten::item,,,3.86,6.44,0,0,0,0
aten::_local_scalar_dense,,,2.58,2.58,0,0,0,0
aclnnSubs,,,18.29,18.29,1.56,1.56,0,0
aten::slice,,,13.0,20.33,0,0,0,0
aten::as_strided,,,7.33,7.33,0,0,0,0
aten::slice,,,3.88,6.76,0,0,0,0
aten::as_strided,,,2.88,2.88,0,0,0,0
aten::slice,,,3.63,5.83,0,0,0,0
aten::as_strided,,,2.2,2.2,0,0,0,0
aten::fill_,,,21.48,40.91,0,0,0,0
aclnnInplaceFillScalar,,,19.43,19.43,0,0,0,0
aten::slice,,,5.74,9.59,0,0,0,0
aten::as_strided,,,3.85,3.85,0,0,0,0
aten::fill_,,,14.95,28.46,0,0,0,0
aclnnInplaceFillScalar,,,13.51,13.51,0,0,0,0
aten::slice,,,5.51,9.2,0,0,0,0
aten::as_strided,,,3.69,3.69,0,0,0,0
aten::slice,,,3.78,6.97,0,0,0,0
aten::as_strided,,,3.19,3.19,0,0,0,0
aten::slice,,,3.23,5.19,0,0,0,0
aten::as_strided,,,1.96,1.96,0,0,0,0
aten::slice,,,3.41,5.24,0,0,0,0
aten::as_strided,,,1.83,1.83,0,0,0,0
aten::slice,,,3.1,4.75,0,0,0,0
aten::as_strided,,,1.65,1.65,0,0,0,0
aten::slice,,,8.98,12.15,0,0,0,0
aten::as_strided,,,3.17,3.17,0,0,0,0
aten::slice,,,4.31,6.51,0,0,0,0
aten::as_strided,,,2.2,2.2,0,0,0,0
aten::slice,,,3.95,7.63,0,0,0,0
aten::as_strided,,,3.68,3.68,0,0,0,0
aten::pin_memory,,,3.27,6.71,0,0,0,0
aten::is_pinned,,,3.44,3.44,0,0,0,0
aten::to,,,4.5,80.09,0,2.68,0,0
aten::_to_copy,,,7.92,75.59,0,2.68,0,0
aten::empty_strided,,,14.41,21.72,0,0,0,0
empty_tensor,,,7.31,7.31,0,0,0,0
aten::copy_,,,27.23,45.95,0,2.68,0,0
acl_memcpy_host_to_device,,,18.72,18.72,2.68,2.68,0,0
aten::resolve_conj,,,1.33,1.33,0,0,0,0
aten::resolve_neg,,,0.84,0.84,0,0,0,0
aten::slice,,,6.98,10.29,0,0,0,0
aten::as_strided,,,3.31,3.31,0,0,0,0
aten::resolve_conj,,,0.96,0.96,0,0,0,0
aten::resolve_neg,,,0.41,0.41,0,0,0,0
aten::slice,,,6.34,11.36,0,0,0,0
aten::as_strided,,,5.02,5.02,0,0,0,0
aten::slice,,,3.63,6.65,0,0,0,0
aten::as_strided,,,3.02,3.02,0,0,0,0
aten::slice,,,3.11,4.61,0,0,0,0
aten::as_strided,,,1.5,1.5,0,0,0,0
aten::fill_,,,20.5,42.01,0,0,0,0
aclnnInplaceFillScalar,,,21.51,21.51,0,0,0,0
aten::slice,,,4.4,7.38,0,0,0,0
aten::as_strided,,,2.98,2.98,0,0,0,0
aten::fill_,,,11.86,18.24,0,0,0,0
aclnnInplaceFillScalar,,,6.38,6.38,0,0,0,0
aten::slice,,,5.25,8.47,0,0,0,0
aten::as_strided,,,3.22,3.22,0,0,0,0
aten::slice,,,3.03,5.69,0,0,0,0
aten::as_strided,,,2.66,2.66,0,0,0,0
aten::sub,,,23.9,64.46,0,1.3,0,0
empty_tensor,,,13.67,13.67,0,0,0,0
aclnnSub,,,26.89,26.89,1.3,1.3,0,0
aten::sub,,,14.91,28.21,0,1.42,0,0
empty_tensor,,,8.23,8.23,0,0,0,0
aclnnSub,,,5.07,5.07,1.42,1.42,0,0
aten::select,,,29.64,37.52,0,0,0,0
aten::as_strided,,,7.88,7.88,0,0,0,0
aten::slice,,,7.54,11.08,0,0,0,0
aten::as_strided,,,3.54,3.54,0,0,0,0
aten::slice,,,4.38,7.41,0,0,0,0
aten::as_strided,,,3.03,3.03,0,0,0,0
aten::slice,,,3.76,5.54,0,0,0,0
aten::as_strided,,,1.78,1.78,0,0,0,0
aten::fill_,,,38.99,76.61,0,0,0,0
aclnnInplaceFillScalar,,,37.62,37.62,0,0,0,0
aten::slice,,,6.61,9.72,0,0,0,0
aten::as_strided,,,3.11,3.11,0,0,0,0
aten::fill_,,,12.91,47.6,0,0,0,0
aclnnInplaceFillScalar,,,34.69,34.69,0,0,0,0
aten::slice,,,7.68,11.16,0,0,0,0
aten::as_strided,,,3.48,3.48,0,0,0,0
aten::slice,,,24.24,26.66,0,0,0,0
aten::as_strided,,,2.42,2.42,0,0,0,0
aten::sub,,,42.56,72.71,0,1.34,0,0
empty_tensor,,,12.19,12.19,0,0,0,0
aclnnSub,,,17.96,17.96,1.34,1.34,0,0
aten::sub,,,15.86,28.36,0,1.56,0,0
empty_tensor,,,8.08,8.08,0,0,0,0
aclnnSub,,,4.42,4.42,1.56,1.56,0,0
aten::select,,,28.25,36.61,0,0,0,0
aten::as_strided,,,8.36,8.36,0,0,0,0
aten::slice,,,8.26,12.51,0,0,0,0
aten::as_strided,,,4.25,4.25,0,0,0,0
aten::slice,,,4.25,6.63,0,0,0,0
aten::as_strided,,,2.38,2.38,0,0,0,0
aten::slice,,,4.09,5.75,0,0,0,0
aten::as_strided,,,1.66,1.66,0,0,0,0
aten::fill_,,,39.92,79.57,0,0,0,0
aclnnInplaceFillScalar,,,39.65,39.65,0,0,0,0
aten::slice,,,6.84,10.12,0,0,0,0
aten::as_strided,,,3.28,3.28,0,0,0,0
aten::fill_,,,15.84,40.01,0,0,0,0
aclnnInplaceFillScalar,,,24.17,24.17,0,0,0,0
aten::slice,,,7.34,11.11,0,0,0,0
aten::as_strided,,,3.77,3.77,0,0,0,0
aten::slice,,,23.67,27.06,0,0,0,0
aten::as_strided,,,3.39,3.39,0,0,0,0
aten::sub,,,21.12,52.86,0,1.28,0,0
empty_tensor,,,11.59,11.59,0,0,0,0
aclnnSub,,,20.15,20.15,1.28,1.28,0,0
aten::sub,,,14.34,26.27,0,1.32,0,0
empty_tensor,,,6.92,6.92,0,0,0,0
aclnnSub,,,5.01,5.01,1.32,1.32,0,0
aten::select,,,27.33,35.23,0,0,0,0
aten::as_strided,,,7.9,7.9,0,0,0,0
Event::record,,,215.21,342.49,0,0.0,0,0
record_event,,,127.28,127.28,0.0,0.0,0,0
aten::lift_fresh,,,2.24,2.24,0,0,0,0
aten::slice,,,9.88,13.87,0,0,0,0
aten::as_strided,,,3.99,3.99,0,0,0,0
aten::fill_,,,4.39,19.27,0,0,0,0
aten::copy_,,,14.88,14.88,0,0,0,0
aten::slice,,,7.07,15.15,0,0,0,0
aten::as_strided,,,8.08,8.08,0,0,0,0
aten::slice,,,3.32,5.56,0,0,0,0
aten::as_strided,,,2.24,2.24,0,0,0,0
aten::copy_,,,26.53,45.72,0,2.52,0,0
acl_memcpy_host_to_device,,,19.19,19.19,2.52,2.52,0,0
aten::slice,,,6.53,11.59,0,0,0,0
aten::as_strided,,,5.06,5.06,0,0,0,0
aten::to,,,4.31,63.67,0,1.24,0,0
npu::_npu_dtype_cast,,,21.92,59.36,0,1.24,0,0
empty_tensor,,,15.5,15.5,0,0,0,0
aclnnCast,,,21.94,21.94,1.24,1.24,0,0
aten::embedding,,,17.52,33.86,0,12.02,0,0
empty_tensor,,,10.14,10.14,0,0,0,0
aclnnEmbedding,,,6.2,6.2,12.02,12.02,0,0
vllm::maybe_pad_and_reduce,,,25.85,25.85,0,0,0,0
aten::slice,,,8.96,13.34,0,0,0,0
aten::as_strided,,,4.38,4.38,0,0,0,0
aten::copy_,,,77.87,105.42,0,0.54,0,0
aclnnInplaceCopy,,,27.55,27.55,0.54,0.54,0,0
aten::slice,,,8.16,12.69,0,0,0,0
aten::as_strided,,,4.53,4.53,0,0,0,0
aten::slice,,,4.22,8.6,0,0,0,0
aten::as_strided,,,4.38,4.38,0,0,0,0
aten::fill_,,,25.45,61.56,0,1.44,0,0
aclnnInplaceFillScalar,,,36.11,36.11,1.44,1.44,0,0
aten::fill_,,,9.31,17.08,0,1.44,0,0
aclnnInplaceFillScalar,,,7.77,7.77,1.44,1.44,0,0
vllm::gdn_attention_core,,,1505.85,1985.63,0,45.88,0,0
aten::transpose,,,13.01,25.14,0,0,0,0
aten::as_strided,,,12.13,12.13,0,0,0,0
aten::slice,,,4.95,8.56,0,0,0,0
aten::as_strided,,,3.61,3.61,0,0,0,0
aten::slice,,,1.78,4.34,0,0,0,0
aten::as_strided,,,2.56,2.56,0,0,0,0
aten::slice,,,1.62,4.16,0,0,0,0
aten::as_strided,,,2.54,2.54,0,0,0,0
aten::view,,,12.35,12.35,0,0,0,0
aten::slice,,,5.96,10.14,0,0,0,0
aten::as_strided,,,4.18,4.18,0,0,0,0
aten::transpose,,,3.98,6.54,0,0,0,0
aten::as_strided,,,2.56,2.56,0,0,0,0
aten::contiguous,,,3.54,85.8,0,22.74,0,0
aten::clone,,,7.1,82.26,0,22.74,0,0
empty_tensor,,,14.55,14.55,0,0,0,0
aten::copy_,,,34.92,60.61,0,22.74,0,0
aclnnInplaceCopy,,,25.69,25.69,22.74,22.74,0,0
aten::transpose,,,6.26,9.71,0,0,0,0
aten::as_strided,,,3.45,3.45,0,0,0,0
aten::to,,,1.9,1.9,0,0,0,0
aten::unsqueeze,,,3.01,6.32,0,0,0,0
aten::as_strided,,,3.31,3.31,0,0,0,0
_causal_conv1d_update_kernel_npu_tiled,,,36.04,36.04,7.3,7.3,0,0
aten::squeeze,,,7.96,14.84,0,0,0,0
aten::as_strided,,,6.88,6.88,0,0,0,0
aten::to,,,3.25,3.25,0,0,0,0
aten::split_with_sizes,,,8.19,15.62,0,0,0,0
aten::as_strided,,,4.12,4.12,0,0,0,0
aten::as_strided,,,1.91,1.91,0,0,0,0
aten::as_strided,,,1.4,1.4,0,0,0,0
aten::reshape,,,2.55,7.76,0,0,0,0
aten::view,,,5.21,5.21,0,0,0,0
aten::reshape,,,1.32,4.87,0,0,0,0
aten::view,,,3.55,3.55,0,0,0,0
aten::reshape,,,1.75,4.85,0,0,0,0
aten::view,,,3.1,3.1,0,0,0,0
aten::reshape,,,1.14,3.45,0,0,0,0
aten::view,,,2.31,2.31,0,0,0,0
aten::reshape,,,1.53,4.1,0,0,0,0
aten::view,,,2.57,2.57,0,0,0,0
aten::reshape,,,1.17,4.12,0,0,0,0
aten::view,,,2.95,2.95,0,0,0,0
aten::new_empty,,,3.14,23.83,0,0,0,0
aten::empty,,,5.18,20.69,0,0,0,0
empty_tensor,,,15.51,15.51,0,0,0,0
fused_sigmoid_gating_delta_rule_update_kernel,,,39.92,39.92,15.24,15.24,0,0
aten::squeeze,,,7.72,15.41,0,0,0,0
aten::as_strided,,,7.69,7.69,0,0,0,0
aten::squeeze,,,2.96,6.11,0,0,0,0
aten::as_strided,,,3.15,3.15,0,0,0,0
aten::copy_,,,88.98,120.65,0,0.6,0,0
aclnnInplaceCopy,,,31.67,31.67,0.6,0.6,0,0
aten::fill_,,,21.83,57.84,0,1.4,0,0
aclnnInplaceFillScalar,,,36.01,36.01,1.4,1.4,0,0
aten::fill_,,,10.19,16.19,0,1.4,0,0
aclnnInplaceFillScalar,,,6.0,6.0,1.4,1.4,0,0
vllm::gdn_attention_core,,,1575.34,2052.32,0,33.94,0,0
aten::transpose,,,13.15,22.85,0,0,0,0
aten::as_strided,,,9.7,9.7,0,0,0,0
aten::slice,,,4.26,7.01,0,0,0,0
aten::as_strided,,,2.75,2.75,0,0,0,0
aten::slice,,,1.79,4.38,0,0,0,0
aten::as_strided,,,2.59,2.59,0,0,0,0
aten::slice,,,1.65,3.44,0,0,0,0
aten::as_strided,,,1.79,1.79,0,0,0,0
aten::view,,,9.35,9.35,0,0,0,0
aten::slice,,,6.03,9.42,0,0,0,0
aten::as_strided,,,3.39,3.39,0,0,0,0
aten::transpose,,,3.86,6.77,0,0,0,0
aten::as_strided,,,2.91,2.91,0,0,0,0
aten::contiguous,,,3.55,91.01,0,14.7,0,0
aten::clone,,,7.37,87.46,0,14.7,0,0
empty_tensor,,,16.02,16.02,0,0,0,0
aten::copy_,,,31.97,64.07,0,14.7,0,0
aclnnInplaceCopy,,,32.1,32.1,14.7,14.7,0,0
aten::transpose,,,6.59,9.98,0,0,0,0
aten::as_strided,,,3.39,3.39,0,0,0,0
aten::to,,,2.12,2.12,0,0,0,0
aten::unsqueeze,,,2.94,5.94,0,0,0,0
aten::as_strided,,,3.0,3.0,0,0,0,0
_causal_conv1d_update_kernel_npu_tiled,,,47.05,47.05,6.96,6.96,0,0
aten::squeeze,,,8.56,16.07,0,0,0,0
aten::as_strided,,,7.51,7.51,0,0,0,0
aten::to,,,2.08,2.08,0,0,0,0
aten::split_with_sizes,,,8.1,15.94,0,0,0,0
aten::as_strided,,,4.49,4.49,0,0,0,0
aten::as_strided,,,1.96,1.96,0,0,0,0
aten::as_strided,,,1.39,1.39,0,0,0,0
aten::reshape,,,2.79,8.86,0,0,0,0
aten::view,,,6.07,6.07,0,0,0,0
aten::reshape,,,1.2,3.89,0,0,0,0
aten::view,,,2.69,2.69,0,0,0,0
aten::reshape,,,1.39,4.26,0,0,0,0
aten::view,,,2.87,2.87,0,0,0,0
aten::reshape,,,1.22,3.35,0,0,0,0
aten::view,,,2.13,2.13,0,0,0,0
aten::reshape,,,1.38,4.76,0,0,0,0
aten::view,,,3.38,3.38,0,0,0,0
aten::reshape,,,1.16,3.12,0,0,0,0
aten::view,,,1.96,1.96,0,0,0,0
aten::new_empty,,,3.02,24.05,0,0,0,0
aten::empty,,,5.35,21.03,0,0,0,0
empty_tensor,,,15.68,15.68,0,0,0,0
fused_sigmoid_gating_delta_rule_update_kernel,,,34.43,34.43,11.7,11.7,0,0
aten::squeeze,,,7.89,15.85,0,0,0,0
aten::as_strided,,,7.96,7.96,0,0,0,0
aten::squeeze,,,2.6,4.82,0,0,0,0
aten::as_strided,,,2.22,2.22,0,0,0,0
aten::copy_,,,88.52,116.18,0,0.58,0,0
aclnnInplaceCopy,,,27.66,27.66,0.58,0.58,0,0
aten::fill_,,,20.83,45.32,0,1.34,0,0
aclnnInplaceFillScalar,,,24.49,24.49,1.34,1.34,0,0
aten::fill_,,,8.95,14.45,0,1.36,0,0
aclnnInplaceFillScalar,,,5.5,5.5,1.36,1.36,0,0
vllm::gdn_attention_core,,,1812.96,2384.07,0,33.06,0,0
aten::transpose,,,16.35,30.31,0,0,0,0
aten::as_strided,,,13.96,13.96,0,0,0,0
aten::slice,,,4.64,9.79,0,0,0,0
aten::as_strided,,,5.15,5.15,0,0,0,0
aten::slice,,,2.25,5.51,0,0,0,0
aten::as_strided,,,3.26,3.26,0,0,0,0
aten::slice,,,5.01,7.97,0,0,0,0
aten::as_strided,,,2.96,2.96,0,0,0,0
aten::view,,,15.46,15.46,0,0,0,0
aten::slice,,,9.75,15.59,0,0,0,0
aten::as_strided,,,5.84,5.84,0,0,0,0
aten::transpose,,,5.66,9.35,0,0,0,0
aten::as_strided,,,3.69,3.69,0,0,0,0
aten::contiguous,,,4.13,124.49,0,14.16,0,0
aten::clone,,,10.4,120.36,0,14.16,0,0
empty_tensor,,,39.54,39.54,0,0,0,0
aten::copy_,,,43.19,70.42,0,14.16,0,0
aclnnInplaceCopy,,,27.23,27.23,14.16,14.16,0,0
aten::transpose,,,5.91,9.53,0,0,0,0
aten::as_strided,,,3.62,3.62,0,0,0,0
aten::to,,,2.1,2.1,0,0,0,0
aten::unsqueeze,,,2.82,9.18,0,0,0,0
aten::as_strided,,,6.36,6.36,0,0,0,0
_causal_conv1d_update_kernel_npu_tiled,,,43.51,43.51,7.18,7.18,0,0
aten::squeeze,,,7.96,15.39,0,0,0,0
aten::as_strided,,,7.43,7.43,0,0,0,0
aten::to,,,2.52,2.52,0,0,0,0
aten::split_with_sizes,,,8.39,19.65,0,0,0,0
aten::as_strided,,,4.14,4.14,0,0,0,0
aten::as_strided,,,2.94,2.94,0,0,0,0
aten::as_strided,,,4.18,4.18,0,0,0,0
aten::reshape,,,2.66,8.52,0,0,0,0
aten::view,,,5.86,5.86,0,0,0,0
aten::reshape,,,1.34,5.2,0,0,0,0
aten::view,,,3.86,3.86,0,0,0,0
aten::reshape,,,1.33,4.74,0,0,0,0
aten::view,,,3.41,3.41,0,0,0,0
aten::reshape,,,1.14,6.72,0,0,0,0
aten::view,,,5.58,5.58,0,0,0,0
aten::reshape,,,1.33,3.93,0,0,0,0
aten::view,,,2.6,2.6,0,0,0,0
aten::reshape,,,1.39,3.55,0,0,0,0
aten::view,,,2.16,2.16,0,0,0,0
aten::new_empty,,,3.57,25.39,0,0,0,0
aten::empty,,,5.16,21.82,0,0,0,0
empty_tensor,,,16.66,16.66,0,0,0,0
fused_sigmoid_gating_delta_rule_update_kernel,,,45.56,45.56,11.12,11.12,0,0
aten::squeeze,,,7.92,15.18,0,0,0,0
aten::as_strided,,,7.26,7.26,0,0,0,0
aten::squeeze,,,2.84,4.97,0,0,0,0
aten::as_strided,,,2.13,2.13,0,0,0,0
aten::copy_,,,93.9,127.0,0,0.6,0,0
aclnnInplaceCopy,,,33.1,33.1,0.6,0.6,0,0
aten::fill_,,,22.46,51.94,0,1.66,0,0
aclnnInplaceFillScalar,,,29.48,29.48,1.66,1.66,0,0
aten::fill_,,,9.48,16.29,0,1.52,0,0
aclnnInplaceFillScalar,,,6.81,6.81,1.52,1.52,0,0
vllm::unified_attention_with_output,,,364.96,1056.91,0,23.52,0,0
aten::slice,,,9.28,19.36,0,0,0,0
aten::as_strided,,,10.08,10.08,0,0,0,0
aten::slice,,,2.53,9.6,0,0,0,0
aten::as_strided,,,7.07,7.07,0,0,0,0
aten::slice,,,9.64,14.17,0,0,0,0
aten::as_strided,,,4.53,4.53,0,0,0,0
atb::_npu_reshape_and_cache,,,89.64,120.47,0,2.38,0,0
ReshapeCacheOperation,,,30.83,30.83,2.38,2.38,0,0
aten::view,,,14.37,14.37,0,0,0,0
aten::view,,,6.03,6.03,0,0,0,0
aten::slice,,,4.03,8.05,0,0,0,0
aten::as_strided,,,4.02,4.02,0,0,0,0
npu::npu_fused_infer_attention_score,,,264.75,325.9,0,20.54,0,0
empty_tensor,,,20.46,20.46,0,0,0,0
empty_tensor,,,7.62,7.62,0,0,0,0
empty_tensor,,,4.0,4.0,0,0,0,0
empty_tensor,,,3.17,3.17,0,0,0,0
aclnnFusedInferAttentionScoreV3,,,25.9,25.9,20.54,20.54,0,0
aten::view,,,6.63,6.63,0,0,0,0
aten::slice,,,5.36,8.85,0,0,0,0
aten::as_strided,,,3.49,3.49,0,0,0,0
aten::copy_,,,82.63,89.93,0,0.6,0,0
aclnnInplaceCopy,,,7.3,7.3,0.6,0.6,0,0
aten::slice,,,4.63,9.29,0,0,0,0
aten::as_strided,,,4.66,4.66,0,0,0,0
aten::copy_,,,49.59,59.3,0,0,0,0
aclnnInplaceCopy,,,9.71,9.71,0,0,0,0
aten::fill_,,,21.82,47.79,0,1.44,0,0
aclnnInplaceFillScalar,,,25.97,25.97,1.44,1.44,0,0
aten::fill_,,,9.44,14.57,0,1.52,0,0
aclnnInplaceFillScalar,,,5.13,5.13,1.52,1.52,0,0
vllm::gdn_attention_core,,,1848.65,2498.58,0,45.7,0,0
aten::transpose,,,13.97,23.23,0,0,0,0
aten::as_strided,,,9.26,9.26,0,0,0,0
aten::slice,,,4.46,8.01,0,0,0,0
aten::as_strided,,,3.55,3.55,0,0,0,0
aten::slice,,,2.48,6.55,0,0,0,0
aten::as_strided,,,4.07,4.07,0,0,0,0
aten::slice,,,2.32,5.02,0,0,0,0
aten::as_strided,,,2.7,2.7,0,0,0,0
aten::view,,,10.81,10.81,0,0,0,0
aten::slice,,,18.35,23.02,0,0,0,0
aten::as_strided,,,4.67,4.67,0,0,0,0
aten::transpose,,,6.31,10.7,0,0,0,0
aten::as_strided,,,4.39,4.39,0,0,0,0
aten::contiguous,,,4.06,101.08,0,22.6,0,0
aten::clone,,,7.59,97.02,0,22.6,0,0
empty_tensor,,,14.86,14.86,0,0,0,0
aten::copy_,,,32.24,74.57,0,22.6,0,0
aclnnInplaceCopy,,,42.33,42.33,22.6,22.6,0,0
aten::transpose,,,6.7,10.52,0,0,0,0
aten::as_strided,,,3.82,3.82,0,0,0,0
aten::to,,,2.87,2.87,0,0,0,0
aten::unsqueeze,,,3.43,6.45,0,0,0,0
aten::as_strided,,,3.02,3.02,0,0,0,0
_causal_conv1d_update_kernel_npu_tiled,,,57.79,57.79,7.18,7.18,0,0
aten::squeeze,,,7.69,14.13,0,0,0,0
aten::as_strided,,,6.44,6.44,0,0,0,0
aten::to,,,2.25,2.25,0,0,0,0
aten::split_with_sizes,,,10.37,37.37,0,0,0,0
aten::as_strided,,,4.26,4.26,0,0,0,0
aten::as_strided,,,21.17,21.17,0,0,0,0
aten::as_strided,,,1.57,1.57,0,0,0,0
aten::reshape,,,21.46,26.53,0,0,0,0
aten::view,,,5.07,5.07,0,0,0,0
aten::reshape,,,1.38,44.12,0,0,0,0
aten::view,,,42.74,42.74,0,0,0,0
aten::reshape,,,2.39,5.43,0,0,0,0
aten::view,,,3.04,3.04,0,0,0,0
aten::reshape,,,2.0,20.51,0,0,0,0
aten::view,,,18.51,18.51,0,0,0,0
aten::reshape,,,3.34,6.32,0,0,0,0
aten::view,,,2.98,2.98,0,0,0,0
aten::reshape,,,1.79,3.76,0,0,0,0
aten::view,,,1.97,1.97,0,0,0,0
aten::new_empty,,,3.44,26.36,0,0,0,0
aten::empty,,,6.05,22.92,0,0,0,0
empty_tensor,,,16.87,16.87,0,0,0,0
fused_sigmoid_gating_delta_rule_update_kernel,,,39.55,39.55,15.32,15.32,0,0
aten::squeeze,,,8.74,16.22,0,0,0,0
aten::as_strided,,,7.48,7.48,0,0,0,0
aten::squeeze,,,2.51,4.63,0,0,0,0
aten::as_strided,,,2.12,2.12,0,0,0,0
aten::copy_,,,105.3,136.7,0,0.6,0,0
aclnnInplaceCopy,,,31.4,31.4,0.6,0.6,0,0
aten::fill_,,,20.87,42.06,0,1.44,0,0
aclnnInplaceFillScalar,,,21.19,21.19,1.44,1.44,0,0
aten::fill_,,,9.54,15.24,0,1.38,0,0
aclnnInplaceFillScalar,,,5.7,5.7,1.38,1.38,0,0
vllm::gdn_attention_core,,,1465.06,1915.38,0,33.8,0,0
aten::transpose,,,13.37,22.47,0,0,0,0
aten::as_strided,,,9.1,9.1,0,0,0,0
aten::slice,,,4.15,7.83,0,0,0,0
aten::as_strided,,,3.68,3.68,0,0,0,0
aten::slice,,,1.84,5.65,0,0,0,0
aten::as_strided,,,3.81,3.81,0,0,0,0
aten::slice,,,1.7,4.05,0,0,0,0
aten::as_strided,,,2.35,2.35,0,0,0,0
aten::view,,,10.06,10.06,0,0,0,0
aten::slice,,,6.01,9.29,0,0,0,0
aten::as_strided,,,3.28,3.28,0,0,0,0
aten::transpose,,,4.18,7.11,0,0,0,0
aten::as_strided,,,2.93,2.93,0,0,0,0
aten::contiguous,,,4.4,86.08,0,14.86,0,0
aten::clone,,,6.95,81.68,0,14.86,0,0
empty_tensor,,,15.95,15.95,0,0,0,0
aten::copy_,,,31.34,58.78,0,14.86,0,0
aclnnInplaceCopy,,,27.44,27.44,14.86,14.86,0,0
aten::transpose,,,5.13,8.67,0,0,0,0
aten::as_strided,,,3.54,3.54,0,0,0,0
aten::to,,,2.02,2.02,0,0,0,0
aten::unsqueeze,,,4.01,6.23,0,0,0,0
aten::as_strided,,,2.22,2.22,0,0,0,0
_causal_conv1d_update_kernel_npu_tiled,,,29.62,29.62,7.22,7.22,0,0
aten::squeeze,,,6.78,12.83,0,0,0,0
aten::as_strided,,,6.05,6.05,0,0,0,0
aten::to,,,2.15,2.15,0,0,0,0
aten::split_with_sizes,,,7.75,16.31,0,0,0,0
aten::as_strided,,,4.23,4.23,0,0,0,0
aten::as_strided,,,2.95,2.95,0,0,0,0
aten::as_strided,,,1.38,1.38,0,0,0,0
aten::reshape,,,2.55,7.27,0,0,0,0
aten::view,,,4.72,4.72,0,0,0,0
aten::reshape,,,1.12,5.07,0,0,0,0
aten::view,,,3.95,3.95,0,0,0,0
aten::reshape,,,1.58,4.51,0,0,0,0
aten::view,,,2.93,2.93,0,0,0,0
aten::reshape,,,1.83,4.58,0,0,0,0
aten::view,,,2.75,2.75,0,0,0,0
aten::reshape,,,1.54,4.11,0,0,0,0
aten::view,,,2.57,2.57,0,0,0,0
aten::reshape,,,1.4,3.38,0,0,0,0
aten::view,,,1.98,1.98,0,0,0,0
